IW7,QW0,IW0,MW0
19452,1040,0,19660
18823,5225,1040,19660
18178,12635,5225,19660
17521,23330,12635,19660
16855,37355,23330,19660
16183,58100,40715,19660
15507,65535,58100,19660
14827,65535,65535,19660
14143,65535,65535,19660
13454,65535,65535,19660
12764,65535,65535,19660
12072,65535,65535,19660
11380,65535,65535,19660
10692,65535,65535,19660
10006,65535,65535,19660
8649,65535,65535,19660
8649,65535,65535,19660
7327,65535,65535,19660
7327,65535,65535,19660
6056,65535,65535,19660
5444,65535,65535,19660
5444,65535,65535,19660
4269,65535,65535,19660
3710,65535,65535,19660
3175,65535,65535,19660
2661,65535,65535,19660
2172,65535,65535,19660
1711,65535,65535,19660
1276,65535,65535,19660
869,65535,65535,19660
492,65535,65535,19660
148,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
33,65535,65535,19660
101,65535,65535,19660
203,65535,65535,19660
338,65535,65535,19660
509,65535,65535,19660
713,65535,65535,19660
952,65535,65535,19660
1225,65535,65535,19660
1528,65535,65535,19660
1863,65535,65535,19660
2229,65535,65535,19660
2622,65535,65535,19660
3044,65535,65535,19660
3503,65535,65535,19660
3992,65535,65535,19660
4508,65535,65535,19660
5049,65535,65535,19660
5617,65535,65535,19660
6211,65535,65535,19660
6827,65535,65535,19660
7465,65535,65535,19660
8125,65535,65535,19660
8803,65535,65535,19660
9499,65535,65535,19660
10195,65535,65535,19660
10892,65535,65535,19660
11598,65535,65535,19660
12310,65535,65535,19660
13062,65535,65535,19660
13824,65535,65535,19660
14592,65535,65535,19660
15364,65535,65535,19660
16138,65535,65535,19660
16913,65535,65535,19660
17688,65535,65535,19660
18460,65535,65535,19660
19229,65535,65535,19660
19990,63885,65535,19660
20744,58465,63885,19660
21465,49440,58465,19660
22132,37080,49440,19660
22779,21485,37080,19660
23402,2774,21484,19660
24065,0,2774,19660
24700,0,0,19660
25313,0,0,19660
25904,0,0,19660
26468,0,0,19660
27008,0,0,19660
27521,0,0,19660
27639,0,0,19660
27629,0,0,19660
27620,0,0,19660
27610,0,0,19660
27600,0,0,19660
27590,0,0,19660
27581,0,0,19660
27571,0,0,19660
27561,0,0,19660
27552,0,0,19660
27542,0,0,19660
27532,0,0,19660
27523,0,0,19660
27513,0,0,19660
27504,0,0,19660
27494,0,0,19660
27476,0,0,19660
27429,0,0,19660
27348,0,0,19660
27238,0,0,19660
27094,0,0,19660
26921,0,0,19660
26715,0,0,19660
26480,0,0,19660
26216,0,0,19660
25922,0,0,19660
25600,0,0,19660
25248,0,0,19660
24867,0,0,19660
24462,0,0,19660
24028,0,0,19660
23569,0,0,19660
23085,0,0,19660
22581,0,0,19660
22052,0,0,19660
21503,0,0,19660
20934,0,0,19660
20348,0,0,19660
19742,0,0,19660
19119,2705,0,19660
18485,8579,2704,19660
17835,17704,8579,19660
17174,33438,21008,19660
16508,52528,36768,19660
15834,65535,52528,19660
15160,65535,65535,19660
14479,65535,65535,19660
13793,65535,65535,19660
13102,65535,65535,19660
12410,65535,65535,19660
11717,65535,65535,19660
11024,65535,65535,19660
10333,65535,65535,19660
9646,65535,65535,19660
8966,65535,65535,19660
8293,65535,65535,19660
7628,65535,65535,19660
6975,65535,65535,19660
6333,65535,65535,19660
5707,65535,65535,19660
5098,65535,65535,19660
4504,65535,65535,19660
3930,65535,65535,19660
3377,65535,65535,19660
2844,65535,65535,19660
2335,65535,65535,19660
1852,65535,65535,19660
1397,65535,65535,19660
967,65535,65535,19660
566,65535,65535,19660
193,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
4,65535,65535,19660
42,65535,65535,19660
114,65535,65535,19660
220,65535,65535,19660
363,65535,65535,19660
542,65535,65535,19660
754,65535,65535,19660
996,65535,65535,19660
1273,65535,65535,19660
1583,65535,65535,19660
1929,65535,65535,19660
2304,65535,65535,19660
2709,65535,65535,19660
3145,65535,65535,19660
3612,65535,65535,19660
4102,65535,65535,19660
4612,65535,65535,19660
5149,65535,65535,19660
5705,65535,65535,19660
6301,65535,65535,19660
6920,65535,65535,19660
7560,65535,65535,19660
8222,65535,65535,19660
8902,65535,65535,19660
9600,65535,65535,19660
10312,65535,65535,19660
11776,65535,65535,19660
11776,65535,65535,19660
12529,65535,65535,19660
14035,65535,65535,19660
14035,65535,65535,19660
15498,65535,65535,19660
16231,65535,65535,19660
16231,65535,65535,19660
17780,65535,65535,19660
18550,65535,65535,19660
19316,65535,65535,19660
20075,63460,65535,19660
20822,59725,65535,19660
21562,53950,63460,19660
22287,35005,48140,19660
22993,31475,48140,19660
23677,0,18340,19660
24339,0,0,19660
24973,0,0,19660
25580,0,0,19660
26165,0,0,19660
26729,0,0,19660
27267,0,0,19660
27779,0,0,19660
27791,0,0,19660
27781,0,0,19660
27771,0,0,19660
27761,0,0,19660
27751,0,0,19660
27742,0,0,19660
27732,0,0,19660
27722,0,0,19660
27712,0,0,19660
27702,0,0,19660
27693,0,0,19660
27683,0,0,19660
27673,0,0,19660
27663,0,0,19660
27654,0,0,19660
27644,0,0,19660
27621,0,0,19660
27570,0,0,19660
27488,0,0,19660
27378,0,0,19660
27233,0,0,19660
27059,0,0,19660
26856,0,0,19660
26620,0,0,19660
26354,0,0,19660
26059,0,0,19660
25734,0,0,19660
25380,0,0,19660
25002,0,0,19660
24594,0,0,19660
24162,0,0,19660
23705,0,0,19660
23223,0,0,19660
22720,0,0,19660
22192,0,0,19660
21645,0,0,19660
21076,0,0,19660
20491,0,0,19660
19890,0,0,19660
19273,1935,0,19660
18639,7039,1934,19660
17993,15374,7039,19660
17337,26988,15373,19660
16670,41938,26988,19660
15999,60243,41938,19660
15322,65535,60243,19660
14641,65535,65535,19660
13956,65535,65535,19660
13270,65535,65535,19660
12579,65535,65535,19660
11887,65535,65535,19660
11198,65535,65535,19660
10512,65535,65535,19660
9830,65535,65535,19660
9151,65535,65535,19660
8479,65535,65535,19660
7820,65535,65535,19660
7172,65535,65535,19660
6536,65535,65535,19660
5915,65535,65535,19660
5311,65535,65535,19660
4723,65535,65535,19660
4155,65535,65535,19660
3608,65535,65535,19660
3081,65535,65535,19660
2579,65535,65535,19660
2102,65535,65535,19660
1649,65535,65535,19660
1225,65535,65535,19660
831,65535,65535,19660
466,65535,65535,19660
135,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
12,65535,65535,19660
58,65535,65535,19660
139,65535,65535,19660
254,65535,65535,19660
402,65535,65535,19660
585,65535,65535,19660
803,65535,65535,19660
1054,65535,65535,19660
1340,65535,65535,19660
1656,65535,65535,19660
2000,65535,65535,19660
2377,65535,65535,19660
2786,65535,65535,19660
3228,65535,65535,19660
3700,65535,65535,19660
4723,65535,65535,19660
4723,65535,65535,19660
5851,65535,65535,19660
6454,65535,65535,19660
7078,65535,65535,19660
7726,65535,65535,19660
8391,65535,65535,19660
9074,65535,65535,19660
9748,65535,65535,19660
10436,65535,65535,19660
11133,65535,65535,19660
11860,65535,65535,19660
12608,65535,65535,19660
13366,65535,65535,19660
14129,65535,65535,19660
14898,65535,65535,19660
15671,65535,65535,19660
16446,65535,65535,19660
17221,65535,65535,19660
17998,65535,65535,19660
18766,65535,65535,19660
19531,65535,65535,19660
20288,62395,65535,19660
20998,55704,62394,19660
21674,42254,52324,19660
22332,28893,42253,19660
22970,12343,28893,19660
23647,0,12343,19660
24299,0,0,19660
24924,0,0,19660
25528,0,0,19660
26109,0,0,19660
26665,0,0,19660
27195,0,0,19660
27631,0,0,19660
27621,0,0,19660
27611,0,0,19660
27601,0,0,19660
27592,0,0,19660
27582,0,0,19660
27572,0,0,19660
27562,0,0,19660
27553,0,0,19660
27543,0,0,19660
27533,0,0,19660
27524,0,0,19660
27514,0,0,19660
27504,0,0,19660
27495,0,0,19660
27485,0,0,19660
27475,0,0,19660
27445,0,0,19660
27385,0,0,19660
27291,0,0,19660
27169,0,0,19660
27013,0,0,19660
26828,0,0,19660
26613,0,0,19660
26366,0,0,19660
26089,0,0,19660
25783,0,0,19660
25448,0,0,19660
25084,0,0,19660
24695,0,0,19660
24278,0,0,19660
23836,0,0,19660
23369,0,0,19660
22877,0,0,19660
22365,0,0,19660
21829,0,0,19660
21272,0,0,19660
20698,0,0,19660
20105,0,0,19660
19495,825,0,19660
18869,4780,825,19660
18231,15115,7970,19660
17578,28790,18380,19660
16920,42490,28790,19660
16253,59524,42489,19660
15580,65535,59524,19660
14903,65535,65535,19660
14222,65535,65535,19660
13536,65535,65535,19660
12845,65535,65535,19660
12153,65535,65535,19660
11460,65535,65535,19660
10766,65535,65535,19660
10076,65535,65535,19660
9392,65535,65535,19660
8717,65535,65535,19660
8048,65535,65535,19660
7387,65535,65535,19660
6738,65535,65535,19660
6105,65535,65535,19660
5483,65535,65535,19660
4878,65535,65535,19660
4292,65535,65535,19660
3727,65535,65535,19660
3182,65535,65535,19660
2657,65535,65535,19660
2157,65535,65535,19660
1682,65535,65535,19660
1236,65535,65535,19660
818,65535,65535,19660
429,65535,65535,19660
70,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
17,65535,65535,19660
68,65535,65535,19660
152,65535,65535,19660
271,65535,65535,19660
426,65535,65535,19660
617,65535,65535,19660
842,65535,65535,19660
1096,65535,65535,19660
1385,65535,65535,19660
1709,65535,65535,19660
2062,65535,65535,19660
2445,65535,65535,19660
2863,65535,65535,19660
3312,65535,65535,19660
3786,65535,65535,19660
4290,65535,65535,19660
4821,65535,65535,19660
5371,65535,65535,19660
5938,65535,65535,19660
6527,65535,65535,19660
7135,65535,65535,19660
7783,65535,65535,19660
8449,65535,65535,19660
9132,65535,65535,19660
9833,65535,65535,19660
10548,65535,65535,19660
11277,65535,65535,19660
12020,65535,65535,19660
12771,65535,65535,19660
13533,65535,65535,19660
14303,65535,65535,19660
15080,65535,65535,19660
16569,65535,65535,19660
17297,65535,65535,19660
18022,65535,65535,19660
18790,65535,65535,19660
19552,65535,65535,19660
20306,59074,62304,19660
21051,52119,59074,19660
21784,41499,52119,19660
22502,27289,41499,19660
23201,9584,27289,19660
23877,0,9584,19660
24526,0,0,19660
25154,0,0,19660
25756,0,0,19660
26336,0,0,19660
26890,0,0,19660
27419,0,0,19660
27761,0,0,19660
27752,0,0,19660
27742,0,0,19660
27732,0,0,19660
27722,0,0,19660
27712,0,0,19660
27702,0,0,19660
27692,0,0,19660
27683,0,0,19660
27673,0,0,19660
27663,0,0,19660
27653,0,0,19660
27643,0,0,19660
27634,0,0,19660
27624,0,0,19660
27614,0,0,19660
27604,0,0,19660
27573,0,0,19660
27513,0,0,19660
27419,0,0,19660
27296,0,0,19660
27139,0,0,19660
26953,0,0,19660
26738,0,0,19660
26489,0,0,19660
26211,0,0,19660
25903,0,0,19660
25567,0,0,19660
25205,0,0,19660
24815,0,0,19660
24399,0,0,19660
23959,0,0,19660
23494,0,0,19660
23005,0,0,19660
22490,0,0,19660
21955,0,0,19660
21400,0,0,19660
20824,0,0,19660
20231,0,0,19660
19623,185,0,19660
18998,3495,185,19660
18357,10010,3495,19660
17704,19790,10010,19660
17041,32885,19790,19660
16372,49325,32885,19660
15699,65535,49325,19660
15020,65535,65535,19660
14341,65535,65535,19660
13656,65535,65535,19660
12967,65535,65535,19660
12276,65535,65535,19660
11584,65535,65535,19660
10896,65535,65535,19660
10211,65535,65535,19660
9530,65535,65535,19660
8855,65535,65535,19660
8188,65535,65535,19660
7529,65535,65535,19660
6882,65535,65535,19660
6250,65535,65535,19660
5635,65535,65535,19660
5035,65535,65535,19660
4452,65535,65535,19660
3888,65535,65535,19660
3346,65535,65535,19660
2828,65535,65535,19660
2334,65535,65535,19660
1866,65535,65535,19660
1422,65535,65535,19660
1007,65535,65535,19660
622,65535,65535,19660
266,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
21,65535,65535,19660
76,65535,65535,19660
169,65535,65535,19660
297,65535,65535,19660
458,65535,65535,19660
654,65535,65535,19660
884,65535,65535,19660
1149,65535,65535,19660
1443,65535,65535,19660
1771,65535,65535,19660
2130,65535,65535,19660
2516,65535,65535,19660
2930,65535,65535,19660
3372,65535,65535,19660
3853,65535,65535,19660
4359,65535,65535,19660
4895,65535,65535,19660
5458,65535,65535,19660
6043,65535,65535,19660
6653,65535,65535,19660
7286,65535,65535,19660
7937,65535,65535,19660
8610,65535,65535,19660
9300,65535,65535,19660
10008,65535,65535,19660
10730,65535,65535,19660
11448,65535,65535,19660
12163,65535,65535,19660
13609,65535,65535,19660
14375,65535,65535,19660
15146,65535,65535,19660
15146,65535,65535,19660
16692,65535,65535,19660
16692,65535,65535,19660
17467,65535,65535,19660
19005,65535,65535,19660
19766,65005,65535,19660
20519,61240,65535,19660
21263,52694,60709,19660
21995,49034,60709,19660
22691,37539,52694,19660
23323,22704,41019,19660
23930,0,7549,19660
24509,0,0,19660
25128,0,0,19660
25723,0,0,19660
26295,0,0,19660
26842,0,0,19660
27360,0,0,19660
27612,0,0,19660
27602,0,0,19660
27592,0,0,19660
27582,0,0,19660
27573,0,0,19660
27563,0,0,19660
27553,0,0,19660
27543,0,0,19660
27534,0,0,19660
27524,0,0,19660
27514,0,0,19660
27505,0,0,19660
27495,0,0,19660
27485,0,0,19660
27476,0,0,19660
27466,0,0,19660
27456,0,0,19660
27417,0,0,19660
27345,0,0,19660
27243,0,0,19660
27108,0,0,19660
26944,0,0,19660
26746,0,0,19660
26520,0,0,19660
26264,0,0,19660
25979,0,0,19660
25665,0,0,19660
25322,0,0,19660
24950,0,0,19660
24549,0,0,19660
24124,0,0,19660
23673,0,0,19660
23199,0,0,19660
22699,0,0,19660
22179,0,0,19660
21635,0,0,19660
21070,0,0,19660
20489,0,0,19660
19887,0,0,19660
19270,1950,0,19660
18640,7049,1949,19660
17994,15379,7049,19660
17338,26988,15378,19660
16672,41928,26988,19660
16000,60228,41928,19660
15324,65535,60228,19660
14643,65535,65535,19660
13958,65535,65535,19660
13269,65535,65535,19660
12574,65535,65535,19660
11878,65535,65535,19660
11186,65535,65535,19660
10492,65535,65535,19660
9802,65535,65535,19660
9119,65535,65535,19660
8443,65535,65535,19660
7775,65535,65535,19660
7119,65535,65535,19660
6474,65535,65535,19660
5841,65535,65535,19660
5224,65535,65535,19660
4622,65535,65535,19660
4041,65535,65535,19660
3481,65535,65535,19660
2940,65535,65535,19660
2424,65535,65535,19660
1933,65535,65535,19660
1466,65535,65535,19660
1029,65535,65535,19660
620,65535,65535,19660
240,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
25,65535,65535,19660
84,65535,65535,19660
178,65535,65535,19660
309,65535,65535,19660
473,65535,65535,19660
671,65535,65535,19660
904,65535,65535,19660
1171,65535,65535,19660
1469,65535,65535,19660
1800,65535,65535,19660
2162,65535,65535,19660
2558,65535,65535,19660
2984,65535,65535,19660
3441,65535,65535,19660
3924,65535,65535,19660
4437,65535,65535,19660
4976,65535,65535,19660
5541,65535,65535,19660
6124,65535,65535,19660
6719,65535,65535,19660
7342,65535,65535,19660
7974,65535,65535,19660
8647,65535,65535,19660
9339,65535,65535,19660
10045,65535,65535,19660
10764,65535,65535,19660
11496,65535,65535,19660
12243,65535,65535,19660
12999,65535,65535,19660
13763,65535,65535,19660
14534,65535,65535,19660
15310,65535,65535,19660
16834,65535,65535,19660
16834,65535,65535,19660
18285,65535,65535,19660
18999,65535,65535,19660
19755,65060,65535,19660
20505,60835,65060,19660
21247,52899,60834,19660
21975,41324,52899,19660
22685,26199,41324,19660
23378,7609,26199,19660
24050,0,7608,19660
24694,0,0,19660
25313,0,0,19660
25910,0,0,19660
26480,0,0,19660
27026,0,0,19660
27542,0,0,19660
27739,0,0,19660
27729,0,0,19660
27729,0,0,19660
27711,0,0,19660
27700,0,0,19660
27690,0,0,19660
27680,0,0,19660
27671,0,0,19660
27661,0,0,19660
27651,0,0,19660
27641,0,0,19660
27632,0,0,19660
27622,0,0,19660
27602,0,0,19660
27602,0,0,19660
27583,0,0,19660
27544,0,0,19660
27471,0,0,19660
27471,0,0,19660
27233,0,0,19660
27068,0,0,19660
26874,0,0,19660
26646,0,0,19660
26389,0,0,19660
26103,0,0,19660
25787,0,0,19660
25443,0,0,19660
25073,0,0,19660
24674,0,0,19660
24251,0,0,19660
23803,0,0,19660
23330,0,0,19660
22833,0,0,19660
22311,0,0,19660
21768,0,0,19660
21204,0,0,19660
20625,0,0,19660
20025,0,0,19660
19408,1260,0,19660
18780,5660,1260,19660
18135,13285,5660,19660
17479,24190,13285,19660
16814,38420,24190,19660
16143,56005,38420,19660
15467,65535,59385,19660
14787,65535,65535,19660
14103,65535,65535,19660
14103,65535,65535,19660
13415,65535,65535,19660
12034,65535,65535,19660
11343,65535,65535,19660
10655,65535,65535,19660
9970,65535,65535,19660
9288,65535,65535,19660
8614,65535,65535,19660
7951,65535,65535,19660
7296,65535,65535,19660
6653,65535,65535,19660
6026,65535,65535,19660
5415,65535,65535,19660
4820,65535,65535,19660
4245,65535,65535,19660
3690,65535,65535,19660
3156,65535,65535,19660
2642,65535,65535,19660
2153,65535,65535,19660
1693,65535,65535,19660
1271,65535,65535,19660
487,65535,65535,19660
487,65535,65535,19660
144,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
33,65535,65535,19660
101,65535,65535,19660
203,65535,65535,19660
338,65535,65535,19660
508,65535,65535,19660
712,65535,65535,19660
951,65535,65535,19660
1224,65535,65535,19660
1531,65535,65535,19660
1869,65535,65535,19660
2238,65535,65535,19660
2632,65535,65535,19660
3059,65535,65535,19660
3514,65535,65535,19660
4003,65535,65535,19660
4523,65535,65535,19660
5068,65535,65535,19660
5640,65535,65535,19660
6234,65535,65535,19660
6849,65535,65535,19660
7487,65535,65535,19660
8147,65535,65535,19660
8824,65535,65535,19660
9520,65535,65535,19660
10229,65535,65535,19660
10927,65535,65535,19660
11634,65535,65535,19660
12350,65535,65535,19660
13091,65535,65535,19660
13852,65535,65535,19660
14624,65535,65535,19660
15396,65535,65535,19660
16174,65535,65535,19660
16952,65535,65535,19660
17727,65535,65535,19660
18499,65535,65535,19660
19267,65535,65535,19660
20028,63695,65535,19660
20778,58105,63695,19660
21508,48865,58105,19660
22190,36215,48865,19660
22838,20325,36215,19660
23461,1320,20325,19660
24083,0,0,19660
24716,0,0,19660
25327,0,0,19660
25918,0,0,19660
26482,0,0,19660
27020,0,0,19660
27534,0,0,19660
27609,0,0,19660
27590,0,0,19660
27590,0,0,19660
27580,0,0,19660
27570,0,0,19660
27551,0,0,19660
27541,0,0,19660
27531,0,0,19660
27522,0,0,19660
27512,0,0,19660
27503,0,0,19660
27493,0,0,19660
27483,0,0,19660
27474,0,0,19660
27464,0,0,19660
27446,0,0,19660
27399,0,0,19660
27318,0,0,19660
27208,0,0,19660
27065,0,0,19660
26892,0,0,19660
26686,0,0,19660
26451,0,0,19660
26187,0,0,19660
25894,0,0,19660
25572,0,0,19660
25220,0,0,19660
24840,0,0,19660
24435,0,0,19660
24001,0,0,19660
23543,0,0,19660
23060,0,0,19660
22556,0,0,19660
22028,0,0,19660
21480,0,0,19660
20911,0,0,19660
20326,0,0,19660
19720,0,0,19660
19098,2810,0,19660
18465,8785,2810,19660
17815,18010,8785,19660
17155,30535,18010,19660
16490,46384,30534,19660
15815,65535,46384,19660
15135,65535,65535,19660
14455,65535,65535,19660
13771,65535,65535,19660
13081,65535,65535,19660
12390,65535,65535,19660
11698,65535,65535,19660
11005,65535,65535,19660
10315,65535,65535,19660
9629,65535,65535,19660
8950,65535,65535,19660
8278,65535,65535,19660
7614,65535,65535,19660
6961,65535,65535,19660
6321,65535,65535,19660
5696,65535,65535,19660
5087,65535,65535,19660
4494,65535,65535,19660
3921,65535,65535,19660
3368,65535,65535,19660
2836,65535,65535,19660
2328,65535,65535,19660
1845,65535,65535,19660
1387,65535,65535,19660
957,65535,65535,19660
557,65535,65535,19660
185,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
34,65535,65535,19660
106,65535,65535,19660
212,65535,65535,19660
351,65535,65535,19660
524,65535,65535,19660
732,65535,65535,19660
974,65535,65535,19660
1250,65535,65535,19660
1560,65535,65535,19660
1901,65535,65535,19660
2276,65535,65535,19660
2681,65535,65535,19660
3116,65535,65535,19660
3582,65535,65535,19660
4074,65535,65535,19660
4596,65535,65535,19660
5133,65535,65535,19660
5691,65535,65535,19660
6272,65535,65535,19660
6872,65535,65535,19660
7511,65535,65535,19660
8172,65535,65535,19660
8851,65535,65535,19660
9547,65535,65535,19660
10258,65535,65535,19660
10981,65535,65535,19660
11719,65535,65535,19660
12470,65535,65535,19660
13231,65535,65535,19660
13996,65535,65535,19660
14767,65535,65535,19660
15543,65535,65535,19660
16301,65535,65535,19660
17036,65535,65535,19660
17763,65535,65535,19660
18483,65535,65535,19660
19247,65535,65535,19660
20005,63810,65535,19660
20755,58335,63810,19660
21493,49170,58335,19660
22217,36385,49170,19660
22926,20055,36385,19660
23614,285,20055,19660
24275,0,285,19660
24912,0,0,19660
25527,0,0,19660
26116,0,0,19660
26683,0,0,19660
27220,0,0,19660
27732,0,0,19660
27752,0,0,19660
27742,0,0,19660
27732,0,0,19660
27722,0,0,19660
27712,0,0,19660
27702,0,0,19660
27693,0,0,19660
27683,0,0,19660
27673,0,0,19660
27663,0,0,19660
27654,0,0,19660
27644,0,0,19660
27634,0,0,19660
27624,0,0,19660
27615,0,0,19660
27605,0,0,19660
27587,0,0,19660
27539,0,0,19660
27458,0,0,19660
27347,0,0,19660
27203,0,0,19660
27030,0,0,19660
26827,0,0,19660
26595,0,0,19660
26329,0,0,19660
25710,0,0,19660
25361,0,0,19660
25361,0,0,19660
24576,0,0,19660
24144,0,0,19660
23688,0,0,19660
23207,0,0,19660
22705,0,0,19660
22178,0,0,19660
21631,0,0,19660
21063,0,0,19660
20479,0,0,19660
19879,0,0,19660
19262,1990,0,19660
18629,5155,0,19660
17985,15520,7145,19660
17329,27174,15519,19660
16664,42154,27174,19660
15993,60488,42153,19660
15317,65535,60487,19660
14637,65535,65535,19660
13953,65535,65535,19660
13264,65535,65535,19660
12574,65535,65535,19660
11883,65535,65535,19660
11191,65535,65535,19660
10502,65535,65535,19660
9817,65535,65535,19660
9139,65535,65535,19660
8468,65535,65535,19660
7809,65535,65535,19660
7158,65535,65535,19660
6522,65535,65535,19660
5898,65535,65535,19660
5291,65535,65535,19660
4700,65535,65535,19660
4128,65535,65535,19660
3578,65535,65535,19660
3052,65535,65535,19660
2546,65535,65535,19660
2065,65535,65535,19660
1613,65535,65535,19660
1186,65535,65535,19660
788,65535,65535,19660
423,65535,65535,19660
88,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
8,65535,65535,19660
50,65535,65535,19660
126,65535,65535,19660
237,65535,65535,19660
385,65535,65535,19660
568,65535,65535,19660
785,65535,65535,19660
1036,65535,65535,19660
1318,65535,65535,19660
1634,65535,65535,19660
1984,65535,65535,19660
2360,65535,65535,19660
2766,65535,65535,19660
3201,65535,65535,19660
3664,65535,65535,19660
4161,65535,65535,19660
4684,65535,65535,19660
5234,65535,65535,19660
5810,65535,65535,19660
6411,65535,65535,19660
7035,65535,65535,19660
