IW7,QW0,IW0,MW0
12714,65535,65535,19660
12023,65535,65535,19660
11331,65535,65535,19660
10639,65535,65535,19660
9949,65535,65535,19660
9267,65535,65535,19660
8593,65535,65535,19660
7925,65535,65535,19660
7266,65535,65535,19660
6617,65535,65535,19660
5985,65535,65535,19660
5365,65535,65535,19660
4764,65535,65535,19660
4180,65535,65535,19660
3616,65535,65535,19660
3072,65535,65535,19660
2552,65535,65535,19660
2057,65535,65535,19660
1587,65535,65535,19660
1141,65535,65535,19660
724,65535,65535,19660
336,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
17,65535,65535,19660
68,65535,65535,19660
153,65535,65535,19660
276,65535,65535,19660
433,65535,65535,19660
623,65535,65535,19660
846,65535,65535,19660
1105,65535,65535,19660
1398,65535,65535,19660
1721,65535,65535,19660
2078,65535,65535,19660
2466,65535,65535,19660
2884,65535,65535,19660
3332,65535,65535,19660
3810,65535,65535,19660
4319,65535,65535,19660
4855,65535,65535,19660
5413,65535,65535,19660
5984,65535,65535,19660
6574,65535,65535,19660
7186,65535,65535,19660
7827,65535,65535,19660
8497,65535,65535,19660
9185,65535,65535,19660
9890,65535,65535,19660
10609,65535,65535,19660
11342,65535,65535,19660
12088,65535,65535,19660
12844,65535,65535,19660
13609,65535,65535,19660
14379,65535,65535,19660
15155,65535,65535,19660
15927,65535,65535,19660
16663,65535,65535,19660
17396,65535,65535,19660
18121,65535,65535,19660
18875,65535,65535,19660
19636,65535,65535,19660
20390,61885,65535,19660
21136,54504,61884,19660
21870,43454,54504,19660
22589,28808,43453,19660
23288,10668,28808,19660
23965,0,10667,19660
24615,0,0,19660
25243,0,0,19660
25845,0,0,19660
26425,0,0,19660
26979,0,0,19660
27507,0,0,19660
27761,0,0,19660
27751,0,0,19660
27741,0,0,19660
27731,0,0,19660
27721,0,0,19660
27711,0,0,19660
27702,0,0,19660
27692,0,0,19660
27682,0,0,19660
27672,0,0,19660
27663,0,0,19660
27653,0,0,19660
27643,0,0,19660
27633,0,0,19660
27623,0,0,19660
27614,0,0,19660
27604,0,0,19660
27573,0,0,19660
27509,0,0,19660
27415,0,0,19660
27292,0,0,19660
27135,0,0,19660
26949,0,0,19660
26734,0,0,19660
26485,0,0,19660
26207,0,0,19660
25899,0,0,19660
25562,0,0,19660
25201,0,0,19660
24810,0,0,19660
24395,0,0,19660
23955,0,0,19660
23490,0,0,19660
23001,0,0,19660
22486,0,0,19660
21951,0,0,19660
21396,0,0,19660
20820,0,0,19660
20228,0,0,19660
19619,205,0,19660
18994,3535,205,19660
18357,10050,3535,19660
17704,19830,10050,19660
17045,32905,19830,19660
16377,49320,32905,19660
15703,65535,49320,19660
15025,65535,65535,19660
14345,65535,65535,19660
13661,65535,65535,19660
12971,65535,65535,19660
12280,65535,65535,19660
11589,65535,65535,19660
10901,65535,65535,19660
10216,65535,65535,19660
9534,65535,65535,19660
8860,65535,65535,19660
8193,65535,65535,19660
7538,65535,65535,19660
6894,65535,65535,19660
6263,65535,65535,19660
5069,65535,65535,19660
4490,65535,65535,19660
3926,65535,65535,19660
3388,65535,65535,19660
2870,65535,65535,19660
2377,65535,65535,19660
1908,65535,65535,19660
1469,65535,65535,19660
1054,65535,65535,19660
669,65535,65535,19660
317,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
25,65535,65535,19660
84,65535,65535,19660
177,65535,65535,19660
305,65535,65535,19660
466,65535,65535,19660
662,65535,65535,19660
892,65535,65535,19660
1157,65535,65535,19660
1455,65535,65535,19660
1788,65535,65535,19660
2147,65535,65535,19660
2538,65535,65535,19660
2956,65535,65535,19660
3403,65535,65535,19660
3887,65535,65535,19660
4398,65535,65535,19660
4935,65535,65535,19660
5497,65535,65535,19660
6086,65535,65535,19660
6697,65535,65535,19660
7331,65535,65535,19660
7986,65535,65535,19660
8659,65535,65535,19660
9349,65535,65535,19660
10058,65535,65535,19660
10773,65535,65535,19660
11478,65535,65535,19660
12192,65535,65535,19660
12911,65535,65535,19660
13662,65535,65535,19660
14429,65535,65535,19660
15201,65535,65535,19660
15978,65535,65535,19660
16756,65535,65535,19660
17531,65535,65535,19660
18307,65535,65535,19660
19075,65535,65535,19660
19840,64635,65535,19660
20597,59950,64635,19660
21342,51540,59950,19660
22059,39545,51540,19660
22714,24275,39545,19660
23344,2704,21124,19660
23947,0,2703,19660
24590,0,0,19660
25210,0,0,19660
25810,0,0,19660
26382,0,0,19660
26930,0,0,19660
27448,0,0,19660
27628,0,0,19660
27618,0,0,19660
27609,0,0,19660
27599,0,0,19660
27589,0,0,19660
27580,0,0,19660
27570,0,0,19660
27560,0,0,19660
27550,0,0,19660
27541,0,0,19660
27531,0,0,19660
27521,0,0,19660
27512,0,0,19660
27502,0,0,19660
27492,0,0,19660
27483,0,0,19660
27473,0,0,19660
27434,0,0,19660
27362,0,0,19660
27260,0,0,19660
27129,0,0,19660
26965,0,0,19660
26771,0,0,19660
26544,0,0,19660
26288,0,0,19660
26003,0,0,19660
25689,0,0,19660
25346,0,0,19660
24973,0,0,19660
24576,0,0,19660
24155,0,0,19660
23705,0,0,19660
23229,0,0,19660
22734,0,0,19660
22214,0,0,19660
21673,0,0,19660
21112,0,0,19660
20530,0,0,19660
19933,0,0,19660
19319,1705,0,19660
18689,6560,1705,19660
18047,14625,6560,19660
17394,25955,14625,19660
16731,40600,25955,19660
16059,58605,40600,19660
15382,65535,58605,19660
14705,65535,65535,19660
14020,65535,65535,19660
13334,65535,65535,19660
12643,65535,65535,19660
11951,65535,65535,19660
11258,65535,65535,19660
10568,65535,65535,19660
9882,65535,65535,19660
9199,65535,65535,19660
8522,65535,65535,19660
7858,65535,65535,19660
7202,65535,65535,19660
6557,65535,65535,19660
5927,65535,65535,19660
5314,65535,65535,19660
4136,65535,65535,19660
3575,65535,65535,19660
3039,65535,65535,19660
2522,65535,65535,19660
2031,65535,65535,19660
1568,65535,65535,19660
1130,65535,65535,19660
721,65535,65535,19660
341,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
25,65535,65535,19660
88,65535,65535,19660
186,65535,65535,19660
317,65535,65535,19660
481,65535,65535,19660
681,65535,65535,19660
914,65535,65535,19660
1182,65535,65535,19660
1483,65535,65535,19660
1815,65535,65535,19660
2182,65535,65535,19660
2579,65535,65535,19660
3005,65535,65535,19660
3463,65535,65535,19660
3950,65535,65535,19660
4468,65535,65535,19660
5004,65535,65535,19660
5559,65535,65535,19660
6136,65535,65535,19660
6732,65535,65535,19660
7367,65535,65535,19660
8024,65535,65535,19660
8699,65535,65535,19660
9391,65535,65535,19660
10102,65535,65535,19660
10826,65535,65535,19660
11564,65535,65535,19660
12311,65535,65535,19660
13067,65535,65535,19660
13833,65535,65535,19660
14604,65535,65535,19660
15365,65535,65535,19660
16102,65535,65535,19660
16835,65535,65535,19660
17566,65535,65535,19660
18338,65535,65535,19660
19104,65535,65535,19660
19866,64505,65535,19660
20621,59700,64505,19660
21364,51180,59700,19660
22093,39015,51180,19660
22808,23275,39015,19660
23502,4065,23275,19660
24173,0,710,19660
24816,0,0,19660
25435,0,0,19660
26033,0,0,19660
26605,0,0,19660
27151,0,0,19660
27672,0,0,19660
27780,0,0,19660
27770,0,0,19660
27761,0,0,19660
27751,0,0,19660
27741,0,0,19660
27731,0,0,19660
27721,0,0,19660
27711,0,0,19660
27702,0,0,19660
27692,0,0,19660
27682,0,0,19660
27672,0,0,19660
27662,0,0,19660
27653,0,0,19660
27643,0,0,19660
27633,0,0,19660
27623,0,0,19660
27584,0,0,19660
27515,0,0,19660
27413,0,0,19660
27281,0,0,19660
27120,0,0,19660
26926,0,0,19660
26702,0,0,19660
26448,0,0,19660
26166,0,0,19660
25854,0,0,19660
25513,0,0,19660
25143,0,0,19660
24748,0,0,19660
24324,0,0,19660
23875,0,0,19660
23402,0,0,19660
22908,0,0,19660
22389,0,0,19660
21849,0,0,19660
21289,0,0,19660
20709,0,0,19660
20112,0,0,19660
19499,805,0,19660
18869,4760,805,19660
18228,15125,7965,19660
17576,25544,15124,19660
16913,39279,25544,19660
16246,56349,39279,19660
15573,65535,56349,19660
14895,65535,65535,19660
14215,65535,65535,19660
13530,65535,65535,19660
12839,65535,65535,19660
12147,65535,65535,19660
11459,65535,65535,19660
10770,65535,65535,19660
10084,65535,65535,19660
9406,65535,65535,19660
8735,65535,65535,19660
8072,65535,65535,19660
7420,65535,65535,19660
6780,65535,65535,19660
6152,65535,65535,19660
5540,65535,65535,19660
4944,65535,65535,19660
4368,65535,65535,19660
3813,65535,65535,19660
3278,65535,65535,19660
2768,65535,65535,19660
2282,65535,65535,19660
1821,65535,65535,19660
1390,65535,65535,19660
987,65535,65535,19660
614,65535,65535,19660
270,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
33,65535,65535,19660
101,65535,65535,19660
203,65535,65535,19660
339,65535,65535,19660
513,65535,65535,19660
722,65535,65535,19660
965,65535,65535,19660
1238,65535,65535,19660
1544,65535,65535,19660
1881,65535,65535,19660
2250,65535,65535,19660
2647,65535,65535,19660
3080,65535,65535,19660
3544,65535,65535,19660
4033,65535,65535,19660
4554,65535,65535,19660
5099,65535,65535,19660
5672,65535,65535,19660
6266,65535,65535,19660
6887,65535,65535,19660
7530,65535,65535,19660
8190,65535,65535,19660
8873,65535,65535,19660
9555,65535,65535,19660
10240,65535,65535,19660
10939,65535,65535,19660
11648,65535,65535,19660
12395,65535,65535,19660
13153,65535,65535,19660
13919,65535,65535,19660
14692,65535,65535,19660
15465,65535,65535,19660
16243,65535,65535,19660
17022,65535,65535,19660
17798,65535,65535,19660
18570,65535,65535,19660
19339,65535,65535,19660
20101,63330,65535,19660
20847,57395,63330,19660
21537,48010,57395,19660
22206,35280,48010,19660
22851,16100,32055,19660
23504,0,16100,19660
24165,0,0,19660
24799,0,0,19660
25411,0,0,19660
26001,0,0,19660
26565,0,0,19660
27104,0,0,19660
27614,0,0,19660
27626,0,0,19660
27616,0,0,19660
27606,0,0,19660
27596,0,0,19660
27587,0,0,19660
27577,0,0,19660
27567,0,0,19660
27557,0,0,19660
27548,0,0,19660
27538,0,0,19660
27528,0,0,19660
27519,0,0,19660
27509,0,0,19660
27499,0,0,19660
27490,0,0,19660
27480,0,0,19660
27462,0,0,19660
27414,0,0,19660
27334,0,0,19660
27224,0,0,19660
27080,0,0,19660
26907,0,0,19660
26701,0,0,19660
26466,0,0,19660
26202,0,0,19660
25586,0,0,19660
25586,0,0,19660
25234,0,0,19660
24853,0,0,19660
24448,0,0,19660
24019,0,0,19660
23564,0,0,19660
22581,0,0,19660
22057,0,0,19660
21508,0,0,19660
20943,0,0,19660
20357,0,0,19660
19756,0,0,19660
19138,2610,0,19660
18503,8395,2610,19660
17858,17405,8395,19660
17201,29700,17405,19660
16535,45325,29700,19660
15864,64305,45325,19660
15188,65535,65535,19660
14508,65535,65535,19660
13823,65535,65535,19660
13133,65535,65535,19660
12441,65535,65535,19660
11749,65535,65535,19660
11056,65535,65535,19660
10366,65535,65535,19660
9679,65535,65535,19660
9000,65535,65535,19660
8328,65535,65535,19660
7663,65535,65535,19660
7011,65535,65535,19660
6370,65535,65535,19660
5744,65535,65535,19660
5135,65535,65535,19660
4542,65535,65535,19660
3968,65535,65535,19660
3415,65535,65535,19660
2883,65535,65535,19660
2375,65535,65535,19660
1892,65535,65535,19660
1433,65535,65535,19660
1003,65535,65535,19660
603,65535,65535,19660
231,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
38,65535,65535,19660
110,65535,65535,19660
216,65535,65535,19660
355,65535,65535,19660
532,65535,65535,19660
744,65535,65535,19660
986,65535,65535,19660
1262,65535,65535,19660
1572,65535,65535,19660
1912,65535,65535,19660
2287,65535,65535,19660
2691,65535,65535,19660
3127,65535,65535,19660
3593,65535,65535,19660
4092,65535,65535,19660
4619,65535,65535,19660
5166,65535,65535,19660
5730,65535,65535,19660
6313,65535,65535,19660
6914,65535,65535,19660
7534,65535,65535,19660
8194,65535,65535,19660
8873,65535,65535,19660
9569,65535,65535,19660
10284,65535,65535,19660
11011,65535,65535,19660
11749,65535,65535,19660
12500,65535,65535,19660
13260,65535,65535,19660
14025,65535,65535,19660
14800,65535,65535,19660
15576,65535,65535,19660
16350,65535,65535,19660
17086,65535,65535,19660
17813,65535,65535,19660
18533,65535,65535,19660
19277,65535,65535,19660
20034,63665,65535,19660
20784,58045,63665,19660
21522,45045,54355,19660
22244,32125,45045,19660
22952,15665,32125,19660
23638,0,15665,19660
24297,0,0,19660
24934,0,0,19660
25548,0,0,19660
26137,0,0,19660
26703,0,0,19660
27240,0,0,19660
27743,0,0,19660
27723,0,0,19660
27723,0,0,19660
27713,0,0,19660
27694,0,0,19660
27684,0,0,19660
27674,0,0,19660
27664,0,0,19660
27654,0,0,19660
27644,0,0,19660
27635,0,0,19660
27625,0,0,19660
27615,0,0,19660
27596,0,0,19660
27586,0,0,19660
27568,0,0,19660
27520,0,0,19660
27439,0,0,19660
27328,0,0,19660
27184,0,0,19660
27011,0,0,19660
26808,0,0,19660
26572,0,0,19660
26307,0,0,19660
26013,0,0,19660
25689,0,0,19660
25340,0,0,19660
24962,0,0,19660
24555,0,0,19660
24124,0,0,19660
23667,0,0,19660
23186,0,0,19660
22685,0,0,19660
21618,0,0,19660
21027,0,0,19660
20444,0,0,19660
19844,0,0,19660
19228,2160,0,19660
18595,7485,2160,19660
17951,16030,7485,19660
17296,27850,16030,19660
16631,46319,31174,19660
15962,64809,46319,19660
15288,65535,64809,19660
14613,65535,65535,19660
13933,65535,65535,19660
13249,65535,65535,19660
12559,65535,65535,19660
11869,65535,65535,19660
11181,65535,65535,19660
10497,65535,65535,19660
9816,65535,65535,19660
9138,65535,65535,19660
8468,65535,65535,19660
7809,65535,65535,19660
7163,65535,65535,19660
6528,65535,65535,19660
5904,65535,65535,19660
5297,65535,65535,19660
4710,65535,65535,19660
4137,65535,65535,19660
3593,65535,65535,19660
3068,65535,65535,19660
2566,65535,65535,19660
2098,65535,65535,19660
1646,65535,65535,19660
1223,65535,65535,19660
830,65535,65535,19660
130,65535,65535,19660
130,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
12,65535,65535,19660
58,65535,65535,19660
139,65535,65535,19660
253,65535,65535,19660
402,65535,65535,19660
584,65535,65535,19660
801,65535,65535,19660
1053,65535,65535,19660
1339,65535,65535,19660
1659,65535,65535,19660
2009,65535,65535,19660
2389,65535,65535,19660
2796,65535,65535,19660
3231,65535,65535,19660
3693,65535,65535,19660
4195,65535,65535,19660
4723,65535,65535,19660
5277,65535,65535,19660
5857,65535,65535,19660
6459,65535,65535,19660
7082,65535,65535,19660
7729,65535,65535,19660
8397,65535,65535,19660
9083,65535,65535,19660
9786,65535,65535,19660
10504,65535,65535,19660
11226,65535,65535,19660
11938,65535,65535,19660
12655,65535,65535,19660
13378,65535,65535,19660
14137,65535,65535,19660
14908,65535,65535,19660
15685,65535,65535,19660
16463,65535,65535,19660
17241,65535,65535,19660
18017,65535,65535,19660
18788,65535,65535,19660
19552,65535,65535,19660
20313,62270,65535,19660
21063,55254,62269,19660
21799,44559,55254,19660
22498,30369,44559,19660
23137,12983,30368,19660
23754,0,12983,19660
24340,0,0,19660
24968,0,0,19660
25576,0,0,19660
26157,0,0,19660
26713,0,0,19660
27243,0,0,19660
27619,0,0,19660
27609,0,0,19660
27599,0,0,19660
27590,0,0,19660
27580,0,0,19660
27570,0,0,19660
27560,0,0,19660
27551,0,0,19660
27541,0,0,19660
27531,0,0,19660
27522,0,0,19660
27512,0,0,19660
27502,0,0,19660
27493,0,0,19660
27483,0,0,19660
27473,0,0,19660
27437,0,0,19660
27377,0,0,19660
27288,0,0,19660
27166,0,0,19660
27014,0,0,19660
26829,0,0,19660
26614,0,0,19660
26371,0,0,19660
26099,0,0,19660
25797,0,0,19660
25467,0,0,19660
25107,0,0,19660
24718,0,0,19660
24305,0,0,19660
23868,0,0,19660
23405,0,0,19660
22918,0,0,19660
22406,0,0,19660
21874,0,0,19660
21321,0,0,19660
20748,0,0,19660
20159,0,0,19660
19549,1110,555,19660
18923,4795,1110,19660
18286,14850,7980,19660
17638,24960,14850,19660
16979,38365,24960,19660
16311,55110,38365,19660
15638,65535,55110,19660
14960,65535,65535,19660
14280,65535,65535,19660
12904,65535,65535,19660
12904,65535,65535,19660
11520,65535,65535,19660
10827,65535,65535,19660
10136,65535,65535,19660
9454,65535,65535,19660
8774,65535,65535,19660
8102,65535,65535,19660
7442,65535,65535,19660
6793,65535,65535,19660
6156,65535,65535,19660
5535,65535,65535,19660
4930,65535,65535,19660
4340,65535,65535,19660
3772,65535,65535,19660
3223,65535,65535,19660
2698,65535,65535,19660
2199,65535,65535,19660
1724,65535,65535,19660
1273,65535,65535,19660
852,65535,65535,19660
460,65535,65535,19660
101,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
12,65535,65535,19660
59,65535,65535,19660
139,65535,65535,19660
257,65535,65535,19660
409,65535,65535,19660
595,65535,65535,19660
815,65535,65535,19660
1069,65535,65535,19660
1358,65535,65535,19660
1677,65535,65535,19660
2030,65535,65535,19660
2414,65535,65535,19660
2828,65535,65535,19660
3272,65535,65535,19660
3746,65535,65535,19660
4250,65535,65535,19660
4781,65535,65535,19660
5332,65535,65535,19660
5898,65535,65535,19660
6488,65535,65535,19660
7096,65535,65535,19660
7744,65535,65535,19660
8409,65535,65535,19660
9093,65535,65535,19660
9794,65535,65535,19660
10514,65535,65535,19660
11247,65535,65535,19660
11989,65535,65535,19660
12745,65535,65535,19660
13506,65535,65535,19660
14277,65535,65535,19660
15053,65535,65535,19660
15807,65535,65535,19660
16543,65535,65535,19660
17275,65535,65535,19660
18000,65535,65535,19660
18767,65535,65535,19660
19533,65535,65535,19660
20291,62380,62379,19660
21772,44919,55479,19660
22491,27169,41324,19660
23194,9499,27169,19660
23874,0,9499,19660
24528,0,0,19660
25156,0,0,19660
25762,0,0,19660
26346,0,0,19660
26904,0,0,19660
27437,0,0,19660
27760,0,0,19660
27750,0,0,19660
27740,0,0,19660
27731,0,0,19660
27721,0,0,19660
27711,0,0,19660
27701,0,0,19660
27682,0,0,19660
27672,0,0,19660
27662,0,0,19660
27652,0,0,19660
27642,0,0,19660
27633,0,0,19660
27623,0,0,19660
27613,0,0,19660
27603,0,0,19660
27577,0,0,19660
27521,0,0,19660
27431,0,0,19660
27312,0,0,19660
27160,0,0,19660
26978,0,0,19660
26766,0,0,19660
26526,0,0,19660
26256,0,0,19660
25953,0,0,19660
25621,0,0,19660
25263,0,0,19660
24877,0,0,19660
24466,0,0,19660
24030,0,0,19660
23570,0,0,19660
23084,0,0,19660
22574,0,0,19660
22043,0,0,19660
21492,0,0,19660
20920,0,0,19660
20332,0,0,19660
19727,0,0,19660
19107,2765,0,19660
18470,8715,2765,19660
17821,17910,8715,19660
17162,30400,17910,19660
16497,46214,30399,19660
15823,65399,46214,19660
15148,65535,65399,19660
14469,65535,65535,19660
13785,65535,65535,19660
13095,65535,65535,19660
12405,65535,65535,19660
11714,65535,65535,19660
11026,65535,65535,19660
10341,65535,65535,19660
9659,65535,65535,19660
8319,65535,65535,19660
7660,65535,65535,19660
7012,65535,65535,19660
6381,65535,65535,19660
5761,65535,65535,19660
5158,65535,65535,19660
4574,65535,65535,19660
4011,65535,65535,19660
3469,65535,65535,19660
2947,65535,65535,19660
2449,65535,65535,19660
1977,65535,65535,19660
1533,65535,65535,19660
1114,65535,65535,19660
724,65535,65535,19660
368,65535,65535,19660
41,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
21,65535,65535,19660
76,65535,65535,19660
165,65535,65535,19660
288,65535,65535,19660
445,65535,65535,19660
637,65535,65535,19660
862,65535,65535,19660
1123,65535,65535,19660
1417,65535,65535,19660
1741,65535,65535,19660
2095,65535,65535,19660
2477,65535,65535,19660
2891,65535,65535,19660
3333,65535,65535,19660
3813,65535,65535,19660
4320,65535,65535,19660
4852,65535,65535,19660
5410,65535,65535,19660
5994,65535,65535,19660
6601,65535,65535,19660
7229,65535,65535,19660
7879,65535,65535,19660
8552,65535,65535,19660
9242,65535,65535,19660
9946,65535,65535,19660
10668,65535,65535,19660
11391,65535,65535,19660
12107,65535,65535,19660
12828,65535,65535,19660
13553,65535,65535,19660
14319,65535,65535,19660
15091,65535,65535,19660
15868,65535,65535,19660
16646,65535,65535,19660
17421,65535,65535,19660
18196,65535,65535,19660
18968,65535,65535,19660
19733,65170,65535,19660
20490,61020,65170,19660
21239,53124,61019,19660
21975,41549,53124,19660
22655,26574,41549,19660
23292,8414,26574,19660
24481,0,8414,19660
25104,0,0,19660
25703,0,0,19660
26279,0,0,19660
26830,0,0,19660
27352,0,0,19660
27596,0,0,19660
27586,0,0,19660
27576,0,0,19660
27567,0,0,19660
27557,0,0,19660
27547,0,0,19660
27537,0,0,19660
27528,0,0,19660
27518,0,0,19660
27508,0,0,19660
27499,0,0,19660
27489,0,0,19660
27479,0,0,19660
27470,0,0,19660
27460,0,0,19660
27450,0,0,19660
27441,0,0,19660
27406,0,0,19660
27338,0,0,19660
27240,0,0,19660
27110,0,0,19660
26950,0,0,19660
26756,0,0,19660
26534,0,0,19660
26283,0,0,19660
26002,0,0,19660
25692,0,0,19660
25353,0,0,19660
24986,0,0,19660
24593,0,0,19660
24172,0,0,19660
23727,0,0,19660
23256,0,0,19660
22761,0,0,19660
22246,0,0,19660
21706,0,0,19660
21145,0,0,19660
20569,0,0,19660
19972,0,0,19660
19358,1510,0,19660
18729,6165,1510,19660
18088,14025,6165,19660
17436,25145,14025,19660
16773,39580,25145,19660
16102,57370,39580,19660
15425,65535,57370,19660
14748,65535,65535,19660
14064,65535,65535,19660
13375,65535,65535,19660
12685,65535,65535,19660
11994,65535,65535,19660
11302,65535,65535,19660
9919,65535,65535,19660
9237,65535,65535,19660
8562,65535,65535,19660
7895,65535,65535,19660
7239,65535,65535,19660
6595,65535,65535,19660
5962,65535,65535,19660
5346,65535,65535,19660
4745,65535,65535,19660
4165,65535,65535,19660
3600,65535,65535,19660
3060,65535,65535,19660
2541,65535,65535,19660
2045,65535,65535,19660
1575,65535,65535,19660
1133,65535,65535,19660
720,65535,65535,19660
336,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
0,65535,65535,19660
21,65535,65535,19660
76,65535,65535,19660
166,65535,65535,19660
293,65535,65535,19660
454,65535,65535,19660
648,65535,65535,19660
875,65535,65535,19660
1137,65535,65535,19660
1434,65535,65535,19660
1761,65535,65535,19660
2122,65535,65535,19660
2514,65535,65535,19660
2936,65535,65535,19660
3388,65535,65535,19660
3870,65535,65535,19660
4379,65535,65535,19660
4914,65535,65535,19660
5474,65535,65535,19660
6062,65535,65535,19660
6664,65535,65535,19660
7279,65535,65535,19660
7912,65535,65535,19660
8560,65535,65535,19660
9246,65535,65535,19660
9951,65535,65535,19660
10669,65535,65535,19660
11401,65535,65535,19660
12147,65535,65535,19660
12902,65535,65535,19660
13666,65535,65535,19660
14436,65535,65535,19660
15211,65535,65535,19660
15991,65535,65535,19660
17532,65535,65535,19660
